cust_id,gender
3500,0.4088884657435561
3501,0.17823125146834987
3502,0.22547507133915257
3503,0.34113986914432837
3504,0.35869990210027375
3505,0.3417732951935705
3506,0.269500480842154
3507,0.3955238139098548
3508,0.37780044000083934
3509,0.2527135908609278
3510,0.23494546689916665
3511,0.356051196935187
3512,0.3659252389728719
3513,0.24407869565683515
3514,0.342855434310088
3515,0.32238583877557886
3516,0.20061188787320072
3517,0.3085068485440638
3518,0.4085609506344643
3519,0.4248937036296133
3520,0.3208440592033232
3521,0.35412252139993794
3522,0.4282994950452385
3523,0.20487707917907833
3524,0.3525736099849488
3525,0.4756628478572738
3526,0.27576232051466126
3527,0.3554619319957957
3528,0.36643370631028943
3529,0.3676225091135219
3530,0.24775449134089786
3531,0.38742493811363965
3532,0.27473779818409566
3533,0.2917533700682843
3534,0.46967031886074784
3535,0.34124471958103525
3536,0.4072100489954488
3537,0.36082556724609915
3538,0.38709636509060624
3539,0.36813676205257345
3540,0.2034803004040474
3541,0.28736353763750894
3542,0.4101962976932912
3543,0.41168191618584615
3544,0.3234123844879673
3545,0.3217867085472571
3546,0.19376701930327564
3547,0.17498421361994582
3548,0.43053988544837496
3549,0.2541062013473871
3550,0.30668439967747363
3551,0.39783939721524136
3552,0.34060174712583996
3553,0.29229582528298964
3554,0.32920902806730545
3555,0.2345418185619121
3556,0.3880314524966311
3557,0.28671746249017394
3558,0.24265061284154005
3559,0.2552654610684209
3560,0.37352072877185355
3561,0.2930237416759156
3562,0.28917037780485744
3563,0.2550565262104395
3564,0.3865780973841379
3565,0.36220139910573906
3566,0.15608874947139584
3567,0.4030052156996037
3568,0.29613476945957035
3569,0.4145187622021188
3570,0.2452301784053982
3571,0.3161565357728312
3572,0.42117850322448525
3573,0.3198474495751281
3574,0.33907539981971513
3575,0.4659608042924551
3576,0.3430623262549925
3577,0.21262548593577765
3578,0.321426414612137
3579,0.15009754487813712
3580,0.4044019030747463
3581,0.5256692270412878
3582,0.43552805696268915
3583,0.3013797811174833
3584,0.4246490800226335
3585,0.24324662328873614
3586,0.13925678537447644
3587,0.1847926890513167
3588,0.27828499140540763
3589,0.35644201011740123
3590,0.3256173931593156
3591,0.27325027130475843
3592,0.3852783612842209
3593,0.40952514985141825
3594,0.2986068082922768
